Weight,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
,203.6150217,121.0212568,102.7978818,96.83082284,85.13373768,82.76380819,79.83500014,77.66641961,74.60701813,73.10941039,69.09655995,68.13658784,66.48030495,64.51308808,63.56943648
